# Fotometría NGC 1261 Kravtsov+2010
#
# bs = candidatas a blue stragglers
#
# Xpos   Ypos    Vmag     U-B     B-V     V-I   bs
# pix     pix     mag     mag     mag     mag   
#  
 412.4  1300.0  20.257  -0.200   0.450   0.557  99
1014.4  1274.6  20.257  99.999   0.430   0.661  99
 532.0  2185.8  20.257  99.999   0.503   0.764  99
 979.3   337.7  20.258  99.999   0.655   0.563  99
 903.4  1118.1  20.258  -0.081   0.488   0.552  99
1252.9   733.4  20.259  -0.272   0.408   0.588  99
 985.3  1378.0  20.260  99.999   0.450   0.542  99
1290.0  1089.4  20.260  99.999   0.389   0.449  99
1484.5  1223.9  20.261  -0.112   0.412   0.635  99
1094.9  1425.3  20.261  -0.353   0.480   0.574  99
1041.3   930.7  20.261  -0.175   0.469   0.503  99
1252.9  1269.4  20.262  99.999   0.523   0.468  99
1121.6   954.4  20.262  99.999   0.489   0.560  99
1230.8   983.8  20.263  99.999   0.511   0.568  99
1101.7  1453.4  20.263  99.999   0.474   0.553  99
 824.0  1176.2  20.263  99.999   0.509   0.592  99
1299.5  1084.6  20.264  99.999  -0.163   0.485  99
 789.7  1284.5  20.264  99.999   0.367   0.572  99
1068.6   863.6  20.264  99.999   0.397   0.549  99
1560.6   180.8  20.265  99.999  99.999   0.636  99
1182.9  1489.6  20.265  99.999   0.420   0.585  99
1031.7   768.4  20.265  99.999   0.428   0.614  99
1025.6   860.5  20.266  99.999   0.415   0.547  99
1282.0  1079.3  20.266  99.999   0.428   0.563  99
 961.7   909.3  20.267  99.999   0.473   0.592  99
 746.8  1287.8  20.267  99.999   0.392   0.606  99
 822.4  1084.8  20.268  99.999   0.486   0.690  99
 984.6   905.7  20.268  99.999   0.473   0.497  99
 779.8   930.5  20.269  99.999   0.420   0.491  99
 936.5  1044.6  20.270  99.999   0.317   0.452  99
 839.4  1292.1  20.271  -0.031   0.397   0.503  99
1075.6   856.0  20.271  99.999  99.999   0.393  99
 976.3  1007.5  20.271  99.999   0.242   0.284  99
1253.3  1333.4  20.273  99.999   0.371   0.508  99
 867.0  1259.4  20.273  99.999   0.409   0.575  99
1044.4  1472.2  20.274  99.999   0.412   0.489  99
 408.4  1094.2  20.275  99.999   0.453   0.587  99
 257.6  1768.3  20.275  99.999   0.436   0.611  99
 910.7   957.5  20.275  99.999   0.519   0.501  99
1918.1  1272.2  20.275  99.999   0.398   0.547  99
 925.2  1003.9  20.276  99.999   0.455   0.566  99
 339.3  1338.2  20.276  99.999   0.478   0.521  99
1025.5   920.5  20.278  99.999   0.451   0.491  99
 931.6  1103.2  20.278  99.999  99.999   0.411  99
 892.2  1337.7  20.278  99.999   0.447   0.505  99
 549.4   552.1  20.278  99.999   0.399   0.597  99
 950.4   505.1  20.278  99.999   0.567  99.999  99
1073.7  1577.8  20.279  99.999   0.492   0.608  99
1191.0  1088.3  20.279   0.041   0.339   0.655  99
1340.4  1532.1  20.280  -0.156   0.421   0.519  99
1596.8   894.1  20.280  99.999   0.439   0.590  99
1234.8  1331.8  20.280  99.999   0.407  99.999  99
1445.8  1410.0  20.280  99.999   0.481   0.418  99
 910.6  1079.2  20.280  99.999  99.999   0.634  99
1079.2   781.8  20.282  99.999   0.408   0.554  99
 949.7  1547.2  20.282  99.999   0.359   0.564  99
 986.3   922.1  20.283  99.999   0.487   0.492  99
1367.0  1306.0  20.283  99.999   0.478   0.546  99
1392.1  1380.5  20.283  99.999   0.452   0.544  99
1033.8  1302.0  20.283  99.999   0.393   0.564  99
1266.0  1011.1  20.284  99.999   0.424   0.558  99
 950.4   939.5  20.284  99.999   0.513  99.999  99
1392.6  1164.9  20.284  99.999   0.446   0.548  99
 527.4   578.3  20.285  99.999   0.406   0.527  99
1267.2   959.0  20.285  99.999   0.410   0.598  99
1249.5  1061.1  20.286  99.999   0.427   0.560  99
1464.7  1812.2  20.288  99.999   0.351   0.552  99
1119.7  1820.5  20.288  99.999   0.320   0.641  99
 743.9  1161.0  20.289  -0.164   0.357   0.574  99
 774.3  1189.5  20.289  99.999   0.433   0.546  99
1386.0  1173.9  20.290  99.999   0.393   0.527  99
1339.9  1375.1  20.290  99.999   0.413   0.604  99
 775.0  1169.3  20.291  99.999   0.487   0.511  99
1081.2  1446.4  20.293  99.999   0.366   0.593  99
 731.2  1148.5  20.294  99.999   0.449   0.547  99
1462.9  1019.3  20.297  99.999   0.447   0.645  99
 909.7  1027.8  20.298  99.999  99.999   0.442  99
1154.5   879.4  20.298  99.999   0.412   0.501  99
 498.1  1363.8  20.298  99.999   0.446   0.590  99
1346.9   920.4  20.298  99.999   0.438   0.486  99
 573.8  1197.6  20.299  99.999   0.426   0.554  99
1051.6  1300.3  20.299  99.999   0.432  99.999  99
1371.0  2048.1  20.299  99.999   0.412   0.628  99
1126.5   979.5  20.300  99.999   0.419   0.480  99
1037.7   889.0  20.301  99.999   0.456   0.491  99
 954.5  1210.4  20.301  99.999   0.385   0.708  99
1476.1   821.9  20.301  99.999   0.499   0.589  99
1180.5  1287.5  20.302  99.999   0.468  99.999  99
1211.1  1418.4  20.302  99.999   0.388   0.553  99
1188.9  1386.1  20.303  99.999   0.416   0.626  99
 938.7   937.6  20.303  99.999   0.433   0.518  99
 866.2  1379.8  20.303  99.999   0.482   0.603  99
1211.5  1169.9  20.304  99.999   0.436   0.469  99
1339.7  1073.4  20.304  99.999   0.338  99.999  99
 903.9  1375.0  20.304  99.999   0.443   0.521  99
1262.6   865.1  20.305  99.999   0.378   0.646  99
 754.3  1068.4  20.305  99.999   0.397   0.545  99
1706.6   766.9  20.307  99.999   0.367   0.578  99
1179.4  1407.2  20.308  99.999   0.427   0.560  99
 785.5  1915.9  20.308  99.999   0.339   0.588  99
 965.8  1326.5  20.309  99.999  99.999   0.575  99
1324.2   962.4  20.309  99.999   0.474   0.472  99
1087.4  1432.1  20.309  99.999   0.431   0.544  99
 931.8  1051.7  20.309  99.999   0.339   0.596  99
 825.6  1011.2  20.309  99.999   0.373   0.601  99
1232.7  1351.4  20.310  99.999   0.358   0.503  99
 987.6  1429.6  20.310  99.999   0.684   0.998  99
 906.8   986.5  20.310  99.999   0.476   0.482  99
 636.1   998.2  20.311  99.999  99.999   0.425  99
 991.5   954.2  20.311  99.999   0.470   0.487  99
 560.1  1095.0  20.312  -0.220   0.441   0.437  99
1297.2  1043.8  20.313  99.999   0.403   0.527  99
 302.6   748.4  20.314  -0.305   0.404   0.574  99
 791.6  1508.4  20.314  99.999   0.348   0.550  99
 833.3   847.1  20.314  99.999   0.384   0.539  99
1221.0   997.2  20.314  99.999  99.999   0.443  99
 804.4  1089.8  20.315  -0.254   0.422   0.551  99
 929.3  1002.2  20.316  99.999   0.510   0.588  99
 810.1  1017.8  20.316  99.999   0.484   0.581  99
1082.0   868.0  20.318  99.999   0.488   0.527  99
1252.1  1239.6  20.318  99.999   0.519   0.671  99
1704.9   414.4  20.318  99.999   0.425   0.455  99
1103.1   951.3  20.319  99.999  99.999   0.462  99
1312.0   374.0  20.320  -0.155   0.400   0.670  99
1111.2   971.4  20.323  99.999   0.381   0.560  99
1035.2  1422.3  20.324  -0.007   0.451   0.549  99
1265.3   983.3  20.325  99.999   0.390   0.356  99
1181.9  1289.5  20.325  99.999   0.298   0.759  99
1384.3   919.0  20.326   0.285   0.382   0.556  99
1200.5   863.9  20.327  99.999   0.441   0.496  99
 693.5  1690.2  20.327  99.999   0.484   0.554  99
1373.5  1055.5  20.328  99.999   0.471   0.551  99
 903.9  1081.5  20.329   0.137   0.508   0.623  99
 978.4  1440.0  20.329  99.999   0.413   0.581  99
1177.2   452.5  20.330  99.999   0.430   0.596  99
1174.8  1324.3  20.331  99.999  99.999   0.502  99
1576.3  1512.8  20.331  99.999   0.422   0.573  99
1018.5   960.7  20.332  99.999  99.999   0.705  99
 554.1  1573.5  20.332  -0.160   0.433   0.536  99
1033.8   662.3  20.333  99.999   0.458   0.520  99
2113.8  1465.1  20.333  99.999   0.395   0.637  99
1108.5  1448.0  20.334  99.999   0.465   0.624  99
1313.8  1048.8  20.334  -0.130   0.411   0.531  99
 779.0  1941.7  20.334  -0.823   0.428   0.337  99
1388.7  1243.1  20.335  -0.252   0.408   0.653  99
1172.4   760.7  20.336  99.999   0.418   0.512  99
1188.2  1336.7  20.336  99.999   0.364   0.511  99
 595.8   929.6  20.336  99.999   0.321   0.635  99
 900.9  1075.7  20.336  99.999   0.782   0.833  99
1324.6  1123.5  20.337  99.999  99.999   0.418  99
 955.5  1332.3  20.337   0.073   0.521   0.536  99
1680.1  1296.9  20.337  -0.217   0.345   0.590  99
 674.5  1344.8  20.338  99.999   0.456   0.491  99
1410.7  1135.8  20.338  99.999   0.426   0.553  99
 543.1   795.4  20.341  99.999  99.999   1.003  99
 597.3  1023.4  20.341  99.999   0.348   0.589  99
 690.9   989.1  20.342  -0.248   0.401   0.525  99
1194.8   960.6  20.342  99.999   0.449   0.540  99
 600.7  2156.5  20.343  -0.539   0.442   0.684  99
1289.2  1690.3  20.343  99.999   0.478   0.711  99
1473.1  1067.9  20.344  99.999   0.383   0.581  99
 802.1  1028.3  20.345  99.999   0.597  99.999  99
1128.0  1381.6  20.346  99.999   0.628   0.529  99
1484.8  1163.4  20.346  99.999   0.444   0.512  99
1226.2   749.6  20.346  99.999   0.383   0.548  99
1221.0  1317.3  20.346  99.999   0.430   0.475  99
1034.8  1466.8  20.347  99.999   0.409   0.609  99
 911.2   713.0  20.348  99.999   0.391   0.520  99
 882.3  1361.7  20.348  99.999   0.752   0.477  99
 868.0   795.7  20.348  99.999   0.451   0.553  99
 746.7  1045.7  20.348  99.999   0.439   0.554  99
1012.4   884.9  20.348  99.999   0.457   0.552  99
1044.9  1381.0  20.348  99.999  99.999   0.561  99
1063.0   555.6  20.349  99.999   0.747   0.944  99
1135.3   979.6  20.350  99.999  99.999   0.460  99
1357.8  1163.4  20.350   0.038   0.301   0.367  99
1915.4  1430.7  20.350  -0.245   0.531   0.602  99
 946.3  1516.2  20.351  99.999   0.343   0.534  99
1131.3   979.9  20.352  99.999   0.445   0.417  99
 402.4  1077.0  20.354  99.999   0.404   0.519  99
1041.5   645.5  20.354  99.999   0.423   0.532  99
 877.2  1144.6  20.354  99.999   0.574   0.730  99
1057.9  1386.8  20.357  99.999  99.999   0.613  99
 156.5   952.1  20.357  99.999   0.282   0.605  99
 952.8  1607.9  20.358  99.999   0.370   0.596  99
1163.7  1294.8  20.359  99.999   0.394   0.589  99
 857.3  1252.9  20.359  99.999   0.431   0.488  99
1341.2   947.6  20.359  99.999   0.439   0.583  99
1104.5  1331.6  20.359  99.999   0.428   0.584  99
1244.5  1244.9  20.360  99.999   0.374   0.543  99
1222.1  1382.2  20.361   0.156   0.428   0.526  99
 934.4  1317.2  20.361  99.999   0.468   0.518  99
1356.0  1214.0  20.361  99.999   0.448   0.517  99
 450.5  1598.1  20.363  99.999   0.385   0.558  99
1076.0   859.8  20.363  99.999   0.388   0.518  99
 994.0  1426.1  20.366  99.999   0.444   0.607  99
 905.8  1281.2  20.367  99.999   0.454   0.608  99
1315.8   931.5  20.367  99.999   0.380   0.585  99
1155.6  1419.5  20.367  -0.153   0.348   0.711  99
1230.2  1232.1  20.368  99.999   0.445  99.999  99
1530.5   643.8  20.368  99.999   0.389   0.610  99
1262.9  1149.5  20.368  99.999   0.445   0.534  99
 833.0   890.5  20.369  99.999   0.333   0.509  99
1092.9   869.2  20.369  99.999  99.999   0.489  99
 824.6   551.6  20.369  -0.254   0.427   0.557  99
 727.9   939.8  20.369  99.999   0.448   0.594  99
1319.0  1365.8  20.370  99.999   0.430   0.603  99
 996.6   823.3  20.370  99.999   0.398   0.553  99
1212.0   817.2  20.370  99.999   0.391   0.488  99
 375.4  1493.3  20.372  99.999   0.398   0.696  99
 623.4  1689.5  20.373  99.999   0.400   0.593  99
1234.8  1289.1  20.373  99.999  99.999   0.701  99
1042.0  1509.6  20.374  99.999   0.381   0.588  99
1569.0  1124.1  20.374  99.999   0.384   0.637  99
 834.8  1670.2  20.375  99.999   0.464   0.579  99
 502.3  1099.3  20.375  99.999   0.453   0.465  99
 943.8  1310.3  20.376  99.999   0.405   0.462  99
1155.4   894.9  20.376  99.999   0.425   0.508  99
1137.6   822.9  20.376  99.999   0.427   0.611  99
1095.6  1320.6  20.376  99.999   0.422   0.503  99
1194.9   835.7  20.376  99.999   0.404   0.540  99
1359.7  1197.5  20.376  99.999   0.460   0.460  99
1034.6   552.4  20.377  99.999   0.377   0.539  99
1296.4  1675.6  20.378  99.999   0.391   0.629  99
1011.7  1813.9  20.378  99.999   0.369   0.617  99
 396.4  1417.7  20.378  99.999   0.410   0.592  99
 840.7   985.0  20.378  99.999   0.461  99.999  99
1033.1   645.3  20.378  -0.107   0.415   0.581  99
 423.5  1045.0  20.379  99.999   0.383   0.564  99
 794.2   897.5  20.380  99.999   0.400   0.427  99
1581.3   814.4  20.380  99.999   0.381   0.544  99
1184.0  1483.8  20.380  99.999   0.504   0.487  99
 431.7  1205.5  20.380  99.999   0.414   0.296  99
 834.6  1055.4  20.380  99.999   0.558  99.999  99
1129.9  1444.8  20.381  99.999   0.417   0.644  99
 864.1   894.3  20.381  99.999   0.457   0.499  99
1864.2  1225.5  20.382  99.999   0.439   0.583  99
 873.6   857.3  20.382  99.999   0.374  99.999  99
1094.7  1469.1  20.382  99.999   0.427   0.636  99
 799.9   934.2  20.382  -0.171   0.459   0.521  99
1278.6  1487.6  20.382  99.999   0.338   0.579  99
 849.2   840.0  20.382  99.999   0.434   0.659  99
1250.3  1326.6  20.382  99.999   0.368   0.575  99
 828.9  1136.1  20.383  99.999   0.448   0.577  99
 817.3  1251.3  20.383  99.999   0.436   0.529  99
 909.6  1376.0  20.384  99.999   0.420   0.639  99
 809.0   743.9  20.385  99.999   0.430   0.554  99
 809.3  1190.7  20.385  99.999   0.461   0.563  99
 970.6  1959.5  20.385  99.999   0.432   0.663  99
 971.4  1010.2  20.385  99.999   0.527   0.393  99
 229.3  1522.0  20.386  99.999  99.999   0.535  99
 700.0   539.9  20.386  -0.014   0.428   0.588  99
1264.8  1033.9  20.386  99.999   0.479   0.506  99
1370.0  1056.5  20.387  99.999   0.437   0.596  99
 823.2   583.0  20.387  99.999   0.343   0.534  99
1453.1   872.7  20.388  99.999   0.418  99.999  99
 825.3  1032.8  20.388  99.999   0.429   0.519  99
 934.4   984.5  20.388  99.999  99.999   0.512  99
 994.6  1668.5  20.389  -0.222   0.315   0.565  99
1008.6  1489.4  20.390  99.999   0.384   0.487  99
 977.4  1593.1  20.390  99.999   0.420   0.601  99
 439.5  1635.4  20.390  99.999   0.388   0.667  99
1289.3   825.6  20.390  99.999   0.411   0.552  99
 654.5  1213.8  20.391  99.999   0.484  99.999  99
1518.2  1175.8  20.391  99.999   0.426   0.568  99
 673.2  1185.7  20.391  -0.133   0.411   0.517  99
1296.8  1264.2  20.392  99.999   0.525   0.645  99
 909.9  1287.6  20.392  99.999   0.491   0.561  99
1719.7  1661.3  20.392  99.999   0.426   0.659  99
1818.6   851.4  20.392  99.999   0.398   0.600  99
 559.2  2188.4  20.392  99.999   0.573   0.700  99
1086.7  1480.4  20.392  99.999   0.459   0.613  99
 905.0  1643.1  20.393  99.999   0.487   0.605  99
 766.9  1286.4  20.393   0.005   0.371   0.610  99
 790.7  1148.1  20.394  99.999   0.432   0.471  99
 970.3   925.3  20.394  -0.214   0.425   0.535  99
1203.1   944.5  20.394  99.999   0.452   0.548  99
1102.5  1659.4  20.394  99.999   0.348   0.556  99
1232.1  1200.7  20.395  99.999   0.401   0.563  99
1225.5  1220.3  20.395  99.999   0.459   0.595  99
 367.0  1420.7  20.396  99.999   0.352   0.646  99
1458.7   221.7  20.396  99.999  99.999   0.563  99
1447.1  1366.1  20.396  99.999   0.479   0.595  99
 220.0   411.9  20.396  99.999   0.321   0.647  99
 607.5  1478.6  20.397  99.999   0.421   0.550  99
1332.7   825.8  20.398  99.999   0.514   0.581  99
 811.3  1761.8  20.398  99.999   0.370   0.598  99
1007.9  1030.6  20.400  99.999   0.510   0.417  99
1544.2  1466.8  20.400  99.999   0.628   0.734  99
 760.5   805.0  20.401  99.999   0.454   0.625  99
1101.4   645.0  20.401  99.999   0.408   0.567  99
 809.0  1310.6  20.402  99.999   0.474   0.532  99
 860.5   932.3  20.402  99.999   0.413   0.489  99
1219.9  1387.4  20.402  99.999   0.552  99.999  99
1477.7  1212.2  20.402  -0.099   0.499   0.540  99
1452.2  1169.5  20.402  99.999   0.366   0.553  99
 720.3  1285.1  20.402  99.999   0.376   0.512  99
1399.2   267.3  20.404  99.999  99.999   0.584  99
 979.7  1460.5  20.404  -0.208   0.404   0.690  99
1605.6   966.7  20.405  99.999   0.350   0.535  99
1191.5  1523.6  20.406  99.999   0.354   0.619  99
1322.5  1097.2  20.407  99.999  99.999   0.515  99
 973.4   842.3  20.408  99.999   0.382   0.537  99
1060.2  1483.7  20.408  99.999   0.464   0.541  99
 866.8   885.8  20.408  99.999   0.468   0.487  99
 627.5  1125.5  20.409  -0.065   0.416   0.581  99
 421.0  1131.9  20.410  99.999   0.406   0.498  99
 833.8   878.2  20.410  99.999   0.419   0.605  99
1114.5  1385.7  20.410  -0.062   0.536   0.491  99
1086.9   619.1  20.410  99.999   0.422   0.606  99
1371.2   914.2  20.411  99.999   0.510   0.475  99
 615.0   189.9  20.411  99.999  99.999   0.582  99
1562.7  1055.1  20.411  99.999  99.999   0.547  99
 795.3   541.5  20.412  99.999   0.514   0.492  99
1148.6   888.1  20.412  99.999   0.431   0.621  99
1164.9  1430.8  20.413  99.999   0.435   0.564  99
 990.7   949.9  20.413  99.999   0.381   0.322  99
1226.1  1213.7  20.413  99.999   0.487   0.601  99
 978.1  1081.9  20.414  99.999   0.202   0.664  99
 981.9  1484.8  20.414  99.999   0.478   0.575  99
1059.8   891.6  20.414   0.228   0.533   0.464  99
1215.8   916.6  20.416  99.999   0.491  99.999  99
1298.0  1484.5  20.416  99.999   0.429   0.538  99
 859.2   975.5  20.417  99.999   0.418   0.636  99
1186.1   718.6  20.417  -0.301   0.423   0.624  99
1211.5  1373.5  20.418  99.999   0.354   0.508  99
 999.7  1675.6  20.418   0.238   0.365   0.576  99
1082.0  1304.8  20.418  99.999  99.999   0.573  99
1350.7  1388.0  20.418  99.999   0.488  99.999  99
 888.7  1221.9  20.419  99.999  99.999   0.461  99
1126.0   665.3  20.419  99.999   0.432   0.605  99
 985.1  1348.3  20.419  99.999   0.473   0.518  99
 848.4  1255.6  20.420  99.999   0.478  99.999  99
1232.5  2357.7  20.420  99.999  99.999   0.672  99
 676.5   768.8  20.420  -0.200   0.471   0.618  99
 936.5  1118.9  20.421  99.999   0.448   0.686  99
1136.0  1619.4  20.421  99.999   0.347   0.692  99
 971.6  1399.5  20.422  99.999   0.388   0.558  99
 915.8  1146.8  20.422  99.999  99.999   0.595  99
 687.0  1873.9  20.422  -0.191   0.363   0.570  99
1469.4   663.0  20.423  99.999   0.426   0.559  99
 683.5  1268.2  20.423  99.999   0.480   0.555  99
 872.9  1140.2  20.423  99.999   0.462   0.553  99
 989.7  1064.0  20.423  99.999   0.281   0.498  99
 856.1   963.6  20.424  -0.251   0.461   0.578  99
 965.9   938.3  20.424  99.999  99.999   0.529  99
 717.8  1536.6  20.424  99.999   0.343   0.605  99
1031.9  1410.5  20.425  99.999   0.459   0.714  99
 239.6   784.2  20.426  99.999   0.457   0.546  99
 885.9  1301.8  20.426  99.999   0.337   0.554  99
 984.9   229.4  20.426  99.999  99.999   0.629  99
1049.2  1278.9  20.428  99.999   0.567   0.682  99
1692.8  1464.8  20.428  99.999   0.443   0.573  99
1371.2  1252.5  20.429  99.999   0.441   0.558  99
 543.4  1188.7  20.430  99.999   0.430   0.565  99
 905.9  1209.6  20.430  99.999   0.532   0.684  99
 576.2   745.2  20.431  99.999   0.423   0.626  99
1303.8  1064.8  20.432  99.999   0.443   0.528  99
 165.1  1313.7  20.432  99.999   0.366   0.667  99
 756.7  1209.1  20.432  99.999   0.524   0.578  99
 844.7  1253.7  20.432  99.999   0.446   0.507  99
1606.3   442.7  20.432  -0.417   0.436   0.385  99
 966.2  1609.0  20.433  99.999   0.468   0.640  99
 886.2  1097.3  20.434  99.999   0.451   0.607  99
1247.4  1038.5  20.434  99.999   0.465   0.451  99
1129.9  1042.6  20.434  99.999   0.214   0.481  99
1367.9   968.1  20.434  99.999   0.394   0.536  99
 849.5  1462.6  20.435  99.999   0.381   0.588  99
1051.7  2007.3  20.435  99.999   0.407   0.597  99
 999.5  1344.8  20.435  99.999   0.408   0.493  99
1200.6  1193.2  20.435  99.999   0.481   0.577  99
 957.4  1373.7  20.435  99.999   0.331   0.579  99
 834.2  1068.1  20.437  99.999   0.417   0.512  99
1568.4  1158.1  20.437  99.999   0.427   0.600  99
1290.0   914.9  20.438  99.999   0.481   0.477  99
 886.1   715.5  20.438  99.999   0.396   0.523  99
 759.8   629.8  20.438  99.999   0.398   0.552  99
1104.3   780.6  20.438  99.999   0.536  99.999  99
 604.4  1033.0  20.438  99.999   0.479   0.586  99
 800.5  1176.2  20.439  99.999   0.394   0.612  99
 939.1   867.6  20.440  99.999   0.342   0.486  99
1339.0  1054.5  20.440  99.999   0.459   0.632  99
1483.8  1149.6  20.440  99.999   0.463   0.637  99
 838.6   874.8  20.440  99.999   0.343   0.574  99
1025.6  1872.8  20.441  99.999   0.401   0.598  99
 632.3  1067.0  20.441  99.999   0.373   0.615  99
1307.7  1138.2  20.441  -0.230   0.378   0.510  99
1162.1   780.6  20.441  99.999   0.411   0.488  99
 248.3  2262.3  20.442  -0.422   0.058   0.752  99
 927.9  1476.2  20.444  99.999   0.373   0.565  99
 536.3   959.9  20.445  99.999   0.453   0.555  99
1193.3  1498.8  20.445  99.999   0.450   0.665  99
 737.3  1765.1  20.445  99.999   0.452   0.586  99
1151.7   764.6  20.445  99.999   0.368   0.576  99
1469.6  1024.7  20.446  99.999   0.369   0.549  99
 909.5   879.9  20.446  99.999   0.497  99.999  99
1299.3  1192.4  20.447  99.999   0.407   0.569  99
 283.1   910.0  20.447  99.999   0.413   0.537  99
 783.0  1008.2  20.447  99.999   0.401   0.500  99
1243.7   909.2  20.448  99.999   0.374   0.591  99
1244.5  1822.6  20.449  99.999   0.406   0.566  99
 660.7  1442.1  20.450  99.999   0.434   0.644  99
 366.4  1673.7  20.450  99.999   0.338   0.594  99
 719.1   990.0  20.450  99.999   0.409   0.597  99
1456.0  1250.2  20.451  99.999   0.465   0.605  99
1450.4  1090.6  20.451  99.999   0.429   0.557  99
 698.6  1016.4  20.451  99.999   0.500   0.583  99
 709.8  1196.6  20.451  99.999   0.416   0.469  99
 786.0  1159.3  20.451  99.999   0.538   0.530  99
 887.0   878.4  20.452  99.999   0.507   0.553  99
1454.9   991.4  20.452  99.999   0.438   0.579  99
1159.3   977.5  20.452  99.999   0.589   0.486  99
1047.2   696.1  20.452  -0.259   0.441   0.608  99
1316.5  1769.1  20.453  99.999   0.361   0.602  99
 699.8   568.3  20.453  99.999   0.410   0.531  99
1382.5   924.2  20.453  99.999   0.445   0.625  99
 771.4   322.8  20.453  99.999  99.999   0.597  99
1399.9   849.9  20.453  99.999   0.314   0.640  99
 750.5   846.0  20.454  99.999   0.415   0.663  99
1000.8  1375.5  20.454  99.999   0.400   0.602  99
 928.1  1074.6  20.454  99.999   0.466   0.514  99
1883.5  1094.6  20.454  99.999   0.349   0.569  99
 546.5  1359.7  20.454  99.999   0.364   0.604  99
1236.7  1625.8  20.454  99.999   0.483   0.661  99
1331.7  1025.9  20.454  99.999  99.999   0.572  99
1611.1  1254.5  20.455  -0.116   0.400   0.556  99
1066.5  1322.0  20.456  -0.237   0.576   0.549  99
 960.9  1458.1  20.456  99.999   0.388   0.636  99
 854.0   979.0  20.457  99.999   0.430   0.484  99
 991.5  1060.5  20.457  99.999   0.367   0.338  99
 891.0  1173.4  20.457  -0.316   0.386   0.582  99
1438.9  1546.9  20.458   0.053   0.345   0.599  99
1120.4  1259.0  20.458  99.999  -0.006   0.744  99
 893.0  1017.2  20.459  99.999   0.435   0.469  99
 563.5   597.7  20.459  99.999   0.443   0.626  99
 750.9  1608.7  20.459  99.999   0.740   0.749  99
 867.9  1035.9  20.459  99.999   0.501   0.529  99
1412.6  1213.8  20.460  99.999   0.460   0.492  99
 823.2   927.4  20.460  99.999   0.427   0.526  99
 820.9  1499.6  20.460  99.999   0.470   0.604  99
1251.9  1780.8  20.461  99.999   0.460   0.611  99
1081.4  1563.4  20.461   0.024   0.462   0.610  99
 867.9  1389.6  20.462  -0.087   0.329   0.529  99
 795.3  1088.6  20.462  99.999   0.389   0.559  99
1063.4   537.9  20.464  99.999   0.436   0.667  99
 826.2   963.1  20.465  99.999   0.481   0.536  99
1487.9  1377.9  20.465  99.999   0.602   0.657  99
1190.1  1508.8  20.465  99.999   0.376   0.528  99
 888.1  1011.9  20.466  99.999   0.443   0.440  99
1483.7  2216.7  20.466  99.999   0.450   0.588  99
 784.5  1504.0  20.467  99.999  99.999   0.569  99
1065.5   926.8  20.468  99.999   0.492   0.614  99
1335.1  1521.0  20.468  99.999   0.466   0.568  99
1073.2   390.9  20.468  99.999   0.439   0.567  99
 991.1  1119.7  20.468  99.999   0.418   0.838  99
 870.6   538.6  20.469  99.999   0.445   0.590  99
1447.6  1179.4  20.469  99.999   0.370   0.477  99
 840.8  1348.5  20.470  99.999   0.460   0.546  99
 868.5  1341.1  20.470  99.999   0.428   0.551  99
1207.8   725.4  20.470  99.999   0.469   0.580  99
1425.1  1552.8  20.471  99.999   0.435   0.522  99
1299.7  1500.6  20.471  99.999   0.417   0.619  99
1263.4  1278.8  20.472  99.999   0.435   0.613  99
1254.2  1410.9  20.473  99.999   0.426   0.620  99
1188.2  1207.6  20.473  99.999   0.320   0.603  99
 848.9  1097.1  20.473  99.999   0.493   0.412  99
1296.4   810.8  20.473  99.999   0.464   0.613  99
 891.7  1236.6  20.474  99.999   0.512   0.620  99
1420.8  1240.2  20.474  99.999   0.388   0.478  99
1309.1  1059.0  20.474  99.999   0.401   0.495  99
1186.1   903.3  20.474   0.170   0.418   0.628  99
1230.9  1425.7  20.474  99.999   0.358   0.670  99
1655.9   556.0  20.474  99.999   0.336   0.558  99
1398.9  1278.0  20.475  99.999   0.430   0.545  99
1076.4  1528.3  20.475  99.999   0.412   0.536  99
 837.1  1179.7  20.475  -0.391   0.420   0.686  99
1145.3  1021.8  20.475  -0.046   0.449   0.832  99
1256.1  1113.5  20.477  99.999  99.999   0.562  99
1126.1  1280.7  20.478  99.999  99.999   0.414  99
1268.6  1138.2  20.478  99.999   0.427   0.458  99
1003.1  1943.8  20.479  99.999   0.408   0.599  99
1348.2   840.8  20.479  99.999   0.390   0.660  99
1161.5  1531.9  20.480  99.999   0.331   0.581  99
 487.2   922.1  20.480  99.999   0.368   0.576  99
1267.4   968.7  20.480  99.999   0.449   0.463  99
 132.6   850.4  20.480  99.999   0.450   0.532  99
 690.4  1017.8  20.481  -0.121   0.387   0.541  99
1202.8  1660.6  20.482  99.999   0.338   0.620  99
 716.2  1313.4  20.482  99.999   0.333   0.581  99
1118.4  1377.7  20.482   0.104   0.295   0.586  99
1049.1   990.7  20.483  99.999   0.524   0.646  99
 805.7  1517.0  20.484  99.999   0.251   0.554  99
 848.5  1521.4  20.484  99.999   0.459   0.631  99
 938.9  1268.7  20.486  99.999   0.525   0.528  99
1152.0  1544.4  20.486  -0.102   0.399   0.588  99
1248.9   936.5  20.486  99.999   0.434  99.999  99
1169.6   654.2  20.486  99.999   0.430   0.440  99
 833.9  1357.2  20.487  99.999   0.390   0.572  99
1222.5  1160.0  20.488  99.999   0.324   0.749  99
 929.4  1046.7  20.488  99.999   0.358   0.358  99
