# Fotometría NGC 1261 Kravtsov+2010
#
# bs = candidatas a blue stragglers
#
# Xpos   Ypos    Vmag     U-B     B-V     V-I   bs
# pix     pix     mag     mag     mag     mag   
#  
1176.2  1742.8  16.767  -0.035   0.506   0.669  99
1005.5  1304.0  16.767   0.036   0.577   0.769  99
 944.4   999.7  16.767   0.003   0.595   0.744  99
1451.8   654.0  16.770   0.044   0.126   0.141  99
1117.6  1226.4  16.770   0.011   0.533   0.665  99
 825.5  1151.0  16.770   0.001   0.585   0.774  99
 889.0   807.5  16.771  -0.045   0.554   0.703  99
1409.5  1405.1  16.771  -0.015   0.455   0.607  99
1011.0  1219.6  16.772   0.019   0.614   0.770  99
1156.2  1262.9  16.772   0.186   0.808   0.916  99
 971.3  1308.9  16.773   0.225   0.825   0.944  99
 847.8  1229.6  16.774  -0.013   0.599   0.773  99
1089.1  1355.1  16.775   0.229   0.813   0.928  99
1125.6  1410.6  16.777   0.026   0.621   0.781  99
 894.1  1267.9  16.777   0.178   0.800   0.927  99
 934.4  1511.4  16.779  -0.027   0.569   0.724  99
 852.6  1362.9  16.779  -0.031   0.412   0.566  99
1116.1  1023.7  16.780   0.046   0.579   0.711  99
1043.5  1351.8  16.780   0.026   0.581   0.752  99
1139.3  1168.3  16.780   0.045   0.637   0.766  99
 717.5  1254.8  16.781  -0.027   0.602   0.757  99
1006.0  1233.6  16.782  -0.005   0.490   0.654  99
 847.0  1281.3  16.782  -0.004   0.599   0.754  99
1117.0  1163.7  16.782   0.071   0.649   0.751  99
 957.6  1152.2  16.784   0.168   0.789   0.899  99
1062.7  1299.2  16.785  -0.012   0.531   0.685  99
 753.2  1288.2  16.786   0.298   0.824   0.936  99
1472.5  1426.4  16.789  99.999  99.999   0.854  99
1018.5  1096.4  16.792   0.089   0.142   0.162  99
1122.4  1167.7  16.795   0.457   0.936   0.976  99
1308.8  1443.5  16.795   0.001   0.511   0.683  99
1131.5  1628.9  16.796  -0.022   0.585   0.752  99
1082.5  1057.7  16.799   0.045   0.602   0.742  99
1177.2  1136.0  16.804   0.034   0.557   0.706  99
 998.9  1166.8  16.806   0.040   0.542   0.725  99
1100.7  1108.7  16.818   0.057   0.580   0.705  99
 786.2   909.8  16.824   0.191   0.803   0.925  99
1096.7  1101.6  16.824   0.295   0.779   0.880  99
1162.0  1107.1  16.828   0.106   0.080   0.052  99
1145.0  1111.2  16.828   0.007   0.559   0.701  99
 997.9  1216.8  16.829  -0.006   0.485   0.659  99
1064.3  1102.3  16.830   0.203   0.688   0.837  99
1082.9  1045.4  16.836   0.291  -0.068   0.793  99
1066.0  1217.0  16.839   0.135   0.709   0.802  99
1071.1  1079.6  16.839   0.086   0.763   0.895  99
1052.6  1154.1  16.839   0.068   0.562   0.774  99
 958.8  1133.4  16.842   0.162   0.796   0.916  99
 994.5  1146.3  16.845  -0.020   0.539   0.674  99
1180.2  1124.1  16.848   0.250   0.772   0.874  99
1061.9  1121.8  16.848   0.414   0.879   1.001  99
1101.6  1132.6  16.856   0.013   0.585   0.774  99
1041.8   825.1  16.860   0.240   0.811   0.891  99
1170.1  1055.9  16.864   0.325   0.825   0.901  99
 938.7  1095.9  16.864   0.097   0.689   0.838  99
1012.2  1077.8  16.866   0.074   0.115  99.999  99
1149.4  1185.6  16.870   0.204   0.752   0.859  99
1101.5  1209.7  16.871   0.057   0.605   0.720  99
1095.9  1171.0  16.881  99.999   0.615   0.782  99
1258.8  1119.6  16.882   0.006   0.433   0.532  99
1057.9  1143.2  16.884  -0.160   0.258   0.852  99
1026.9  1154.8  16.891   0.240   0.787   0.930  99
1136.0  1115.0  16.892   0.248   0.764   0.875  99
 911.2  1056.4  16.899   0.179   0.809   0.907  99
 990.8   986.9  16.900   0.178   0.783   0.886  99
1021.3  1043.3  16.901   0.186   0.843   0.924  99
 636.6  1331.7  16.915   0.212   0.791   0.902  99
1091.1  1135.4  16.932  99.999  99.999   0.836  99
1062.1  1269.2  16.936   0.262   0.774   0.881  99
1009.8  1117.1  16.944  -0.116   0.152   0.301  99
2040.1  1130.5  16.950   0.007   0.710   0.831  99
1055.4  1029.2  16.964   0.290   0.820   0.909  99
1355.6   780.1  16.965   0.015   0.068   0.020  99
1022.6  1118.5  16.970   0.215   0.770   0.882  99
1159.4  1113.0  16.974   0.265   0.664   0.794  99
1084.9   774.2  16.980   0.216   0.802   0.894  99
1009.6  1070.6  16.986   0.167   0.747   0.854  99
1141.8  1046.7  16.986  -0.046   0.072   0.101  99
1135.4  1050.5  16.998   0.226   0.754   0.847  99
 888.4  1205.0  16.999   0.259   0.789   0.911  99
1157.6  1248.9  17.000   0.267   0.802   0.883  99
1081.8  1161.5  17.003   0.078   0.596   0.758  99
1006.5  1414.3  17.004   0.232   0.769   0.903  99
1049.9  1175.7  17.005   0.032   0.533   0.748  99
1060.5  1148.8  17.015   0.084   0.557   0.798  99
1304.2  1178.0  17.038   0.244   0.753   0.867  99
1127.9   998.4  17.047   0.245   0.798   0.897  99
1064.4  1091.4  17.047   0.175   0.812   0.891  99
 788.4  1226.8  17.057   0.274   0.819   0.898  99
 955.7  1202.4  17.061   0.124   0.763   0.874  99
1041.6  1146.3  17.061  99.999   0.573   0.773  99
1949.6   935.8  17.063   0.662   0.973   1.096  99
1023.7  1223.2  17.066   0.077   0.688   0.820  99
 984.2  1231.8  17.079   0.199   0.768   0.903  99
 793.2   321.7  17.083  -0.132   0.042  -0.016  99
1440.9  1234.5  17.093  -0.034   0.031  -0.007  99
 958.7  1060.8  17.094   0.119   0.686   0.805  99
 853.5  1455.2  17.096   0.109   0.774   0.910  99
 800.7  1273.3  17.106   0.202   0.774   0.905  99
1041.0   966.7  17.119   0.182   0.768   0.869  99
 853.9  1539.8  17.120   0.111   0.769   0.895  99
 933.3  1209.2  17.122   0.165   0.807   0.909  99
1231.1  1616.5  17.135   0.200   0.777   0.908  99
1109.9  1049.7  17.136   0.187   0.742   0.827  99
1160.8  1134.7  17.147   0.146   0.742   0.845  99
 382.1   777.6  17.150   0.346   0.838   1.021  99
 945.8  1178.8  17.162  99.999   0.804   0.877  99
1110.8  1079.7  17.179   0.180   0.678   0.803  99
1247.2  1121.3  17.184   0.253   0.780   0.873  99
1111.7  1175.1  17.186   0.169   0.598   0.767  99
1877.8   320.7  17.191   0.070   0.815   0.887  99
1069.3  1091.1  17.196   0.151   0.828   0.903  99
1276.5  1119.5  17.206   0.212   0.748   0.847  99
1136.9  1038.2  17.209   0.215   0.793   0.909  99
1024.9  1149.9  17.210   0.239   0.825   0.914  99
1074.7  1179.2  17.210  -0.137   0.015   0.073  99
 872.2  1104.9  17.214   0.152   0.767   0.868  99
 951.7  1352.7  17.216   0.118   0.754   0.873  99
 948.9  1144.2  17.218   0.111   0.717   0.871  99
1120.4  1444.7  17.219   0.232   0.744   0.899  99
 917.5  1155.5  17.225   0.121   0.751   0.846  99
1017.0  1174.1  17.232   0.093   0.632   0.791  99
 149.5   450.1  17.233   0.002   0.725   0.793  99
1053.2  1194.5  17.235   0.058   0.842   0.600  99
1753.4   814.0  17.236   0.099   0.779   0.890  99
 975.9  1324.5  17.237   0.242   0.757   0.894  99
1000.4  1106.0  17.238   0.302   0.746   0.837  99
1129.8  1258.8  17.238   0.159   0.704   0.814  99
1176.7  1253.0  17.239   0.266   0.748   0.865  99
1024.5  1180.4  17.250   0.215   0.748   0.879  99
 945.1  1195.4  17.251   0.134   0.745   0.875  99
1125.8  1251.8  17.264   0.168   0.763   0.873  99
1039.7  1192.0  17.278   0.169   0.715   0.863  99
1110.7  1162.8  17.283   0.120   0.274   0.469  99
 990.0  1131.2  17.288  99.999  99.999   0.756  99
1010.7  1049.6  17.293   0.208   0.776   0.886  99
1146.3  1325.0  17.294   0.175   0.716   0.838  99
 971.6  1239.2  17.300   0.218   0.723   0.843  99
 976.6  1813.3  17.300  -0.004   0.586   0.681  99
1003.2  1048.1  17.305   0.189   0.735   0.847  99
1337.4  1695.9  17.315   0.207   0.758   0.888  99
1080.6  1177.6  17.331   0.125   0.817   0.931  99
 970.4  1202.8  17.333   0.095   0.735   0.870  99
1104.6   942.2  17.334   0.206   0.772   0.865  99
1148.9  1048.4  17.336   0.150   0.702   0.828  99
1058.2  1161.1  17.342  -0.155   0.090   0.498  99
1062.0  1166.9  17.352   0.425   0.848   0.925  99
 841.3  1035.0  17.355   0.175   0.750   0.886  99
 928.2   959.1  17.357   0.206   0.771   0.863  99
1185.6  1174.3  17.358   0.171   0.754   0.835  99
 933.6  1204.1  17.360   0.227   0.766   0.892  99
1103.7  1102.4  17.364   0.092   0.416   0.613  99
1086.1  1309.0  17.381   0.031   0.670   0.786  99
1896.4  1314.0  17.383  -0.088   0.569   0.650  99
1210.0  1052.1  17.385  -0.118   0.002  -0.057  99
1147.8  1061.1  17.393   0.081   0.627   0.744  99
1499.2  1417.1  17.395  99.999   0.757  99.999  99
1195.5  1110.4  17.398   0.272   0.794   0.888  99
 998.1  1141.0  17.400   0.156   0.751   0.859  99
1616.6  1789.6  17.404   0.253   0.798   0.840  99
1105.0  1203.7  17.405   0.226   0.775   0.857  99
1178.6   995.4  17.413   0.159   0.765   0.853  99
 917.3   953.5  17.430   0.047   0.756   0.853  99
1023.0  1131.8  17.431   0.314   0.870   0.969  99
1050.7  1198.5  17.436  99.999   0.616   0.741  99
1077.9  1014.9  17.441   0.129   0.716   0.840  99
1122.4  1228.1  17.450   0.344   0.810   0.911  99
 864.4   903.7  17.462   0.132   0.763   0.845  99
1076.2  1095.9  17.463   0.286   0.822   0.940  99
1120.6  1184.4  17.465   0.130   0.730   0.774  99
1104.1  1098.5  17.470  -0.001   0.498   0.858  99
1701.6  2239.4  17.470   0.402   0.879   0.958  99
1459.1  1239.6  17.473   0.156   0.681   0.770  99
1310.1  1286.6  17.482   0.246   0.743   0.853  99
 932.7  1183.7  17.483   0.120   0.705   0.816  99
 876.1  1212.0  17.485  -0.191  -0.018  -0.029  99
1152.9  1156.0  17.490   0.272   0.796   0.852  99
1164.2  1079.0  17.491   0.222   0.714   0.833  99
 913.1  1091.1  17.492  99.999  99.999   0.864  99
1469.0  1444.0  17.496   0.322   0.045   0.200  99
 991.7  1189.8  17.497   0.202   0.690   0.777  99
1093.7   985.6  17.499   0.208   0.756   0.870  99
1012.3  1396.8  17.501  -0.184  -0.002  -0.031  99
 999.1  1066.8  17.511   0.178   0.743   0.847  99
 873.9   345.9  17.511   0.093   0.798   0.853  99
1241.1  1115.1  17.512   0.193   0.722   0.836  99
 880.1  1184.1  17.514   0.114   0.741   0.874  99
1089.2  1214.5  17.515   0.087   0.668   0.775  99
 970.8  1297.7  17.516   0.154   0.737   0.889  99
 965.3  1291.0  17.520   0.212   0.744   0.898  99
 986.3  1277.2  17.523   0.135   0.706   0.830  99
 860.4  1422.2  17.523   0.131   0.744   0.876  99
1077.6  1215.9  17.524   0.209   0.693   0.799  99
1149.1  1348.7  17.528   0.161   0.691   0.799  99
1088.0  1154.8  17.530   0.065   0.708   0.956  99
1079.7  1240.1  17.530   0.123   0.684   0.782  99
1134.3  1392.0  17.537   0.193   0.719   0.882  99
1045.6  1249.3  17.545   0.214   0.750   0.907  99
1288.3  1539.7  17.554   0.084   0.630   0.726  99
1120.5  1541.2  17.560   0.210   0.712   0.860  99
1025.2  1037.0  17.562   0.249   0.811   0.866  99
 948.3  1170.0  17.564   0.214   0.810   0.888  99
1159.0  1253.1  17.573   0.145   0.777   0.870  99
1055.0   909.0  17.591   0.185   0.768   0.842  99
1445.4  1302.3  17.596   0.090   0.744   0.854  99
 945.0   848.6  17.598   0.059   0.731   0.849  99
1065.8   729.5  17.600   0.109   0.750   0.844  99
1151.0  1108.7  17.606   0.113   0.677   0.801  99
1013.8  1304.5  17.606   0.177   0.673   0.841  99
1010.8   878.7  17.606  -0.272  -0.026  -0.093  99
1149.0   278.8  17.608   0.105   0.764   0.854  99
1127.7  1356.9  17.608   0.174   0.759   0.877  99
1030.5   983.1  17.618   0.177   0.698   0.790  99
1065.3   909.6  17.619   0.137   0.702   0.801  99
1146.2  1247.7  17.624   0.127   0.739   0.847  99
1112.8  1086.3  17.636   0.234   0.762   0.835  99
 921.1   945.9  17.646   0.110   0.723   0.821  99
1086.2  1094.9  17.655  99.999  99.999   0.553  99
1283.7  1151.5  17.665   0.147   0.702   0.784  99
1075.7  1242.0  17.667   0.236   0.697   0.865  99
1035.7  1145.0  17.675   0.014   0.605   0.729  99
 369.8  1530.5  17.676   0.041   0.770   0.878  99
1215.4   953.7  17.680   0.145   0.712   0.817  99
1204.4  1072.6  17.694   0.128   0.750   0.823  99
1214.4  1158.1  17.698   0.131   0.659   0.743  99
 997.0  1096.4  17.699   0.163   0.774   0.874  99
1037.5  1086.6  17.700   0.154   0.612   0.785  99
 991.0  1046.3  17.700   0.155   0.750   0.877  99
1312.6  1089.5  17.703   0.187   0.739   0.841  99
1659.9  2103.8  17.706  -0.185   0.488   0.630  99
1469.4  1185.9  17.710   0.150   0.745   0.810  99
 486.5   983.9  17.713  -0.210   0.430   0.544  99
1160.7  1091.6  17.724   0.095   0.666   0.728  99
1790.7   875.0  17.730   0.053   0.726   0.861  99
1147.5  1253.5  17.735   0.110   0.643   0.797  99
 956.9  1275.7  17.735   0.092   0.686   0.845  99
1333.2  1295.1  17.740   0.219   0.725   0.834  99
1171.2  1142.2  17.740  99.999   0.671   0.806  99
 887.2   842.3  17.741   0.104   0.730   0.838  99
1096.2  1021.8  17.741   0.154   0.736   0.810  99
1045.2  1234.3  17.743   0.189   0.769   0.868  99
1045.6  1081.3  17.747   0.027   0.633   0.745  99
1052.5  1530.7  17.750   0.144   0.731   0.866  99
1317.5  1264.4  17.756   0.203   0.711   0.835  99
1010.4  1171.4  17.763   0.287   0.761   0.902  99
1132.4  1164.4  17.765  -0.008   0.430   0.655  99
1295.2  1360.5  17.766   0.089   0.708   0.857  99
1199.7  1447.7  17.775   0.136   0.706   0.878  99
1136.4  1192.8  17.781   0.080   0.619   0.761  99
 883.6  1029.3  17.782   0.134   0.756   0.842  99
  38.1  1998.7  17.794   0.082   0.735   0.859  99
1159.8  1032.9  17.796   0.061   0.613   0.747  99
1005.6  1298.2  17.798   0.145   0.722   0.866  99
 964.6   932.6  17.809   0.077   0.689   0.813  99
1004.9  1168.8  17.813   0.165   0.783   0.867  99
 921.4  1074.7  17.814   0.080   0.742   0.817  99
 981.2  1002.5  17.822   0.058   0.724   0.799  99
1035.2  1121.2  17.824   0.177   0.675   0.833  99
1094.1  1065.4  17.825  99.999   0.747   0.813  99
 939.7  1054.6  17.832   0.065   0.643   0.723  99
1259.5  1000.1  17.834   0.249   0.682   0.800  99
1188.1  1435.3  17.834   0.094   0.692   0.861  99
1134.2  1070.2  17.840  -0.298  -0.066  -0.102  99
1104.0  1283.0  17.844   0.094   0.239   0.261  99
1114.1  1311.4  17.845   0.145   0.689   0.790  99
1102.8   310.3  17.847  -0.103   0.745   0.838  99
1059.2  1010.6  17.848   0.111   0.775   0.848  99
 949.5  1684.9  17.849   0.109   0.717   0.859  99
 993.8  1255.2  17.872  -0.093   0.611   0.699  99
1060.1  1099.6  17.873   0.121   0.812   0.853  99
1157.3  1143.6  17.873   0.423   0.752   0.874  99
1086.9  1082.2  17.880  99.999   0.671   0.743  99
1087.9  1140.4  17.881   0.256   0.627   0.846  99
1066.9  1153.5  17.882  99.999   0.639   0.861  99
1113.5  1130.6  17.883  -0.016   0.560   0.649  99
1040.6  1132.6  17.883   0.365   0.753   0.840  99
1064.8  1042.2  17.884  -0.003   0.561   0.692  99
1086.2  1203.1  17.886  -0.002   0.556   0.726  99
1144.0  1194.4  17.887   0.202   0.772   0.880  99
1259.4  1084.5  17.890   0.145   0.715   0.829  99
1099.5  1069.8  17.891   0.044   0.659   0.752  99
1090.5  1210.2  17.892   0.109   0.794   0.800  99
1024.7   768.5  17.892   0.147   0.750   0.830  99
 967.8  1254.8  17.896   0.125   0.709   0.843  99
 937.9  1174.4  17.898   0.168   0.735   0.815  99
1179.1   668.0  17.904   0.170   0.713   0.829  99
 763.6  1220.0  17.909   0.023   0.701   0.833  99
1111.2   993.3  17.910   0.034   0.636   0.756  99
1073.0   969.3  17.917   0.119   0.667   0.739  99
 739.7  1419.8  17.929   0.025   0.724   0.828  99
1227.4   989.2  17.930   0.251   0.717   0.815  99
1088.8  1259.2  17.943   0.177   0.732   0.862  99
 357.0  1340.2  17.944   0.270   0.902   0.839  99
1029.1  1294.9  17.945   0.115   0.680   0.792  99
 543.6  1517.5  17.948  -0.218   0.519   0.651  99
1336.7  1134.2  17.948   0.137   0.741   0.824  99
 932.1  1164.1  17.948  99.999   0.622   0.754  99
1233.6  1155.8  17.949   0.134   0.678   0.792  99
 962.0  1101.9  17.949   0.090   0.738   0.818  99
1226.3  1283.6  17.954   0.233   0.702   0.829  99
 967.1  1343.9  17.954  -0.024   0.577   0.639  99
1375.5  1219.4  17.956   0.053   0.636   0.747  99
 903.6  1479.3  17.962   0.118   0.709   0.845  99
1091.4  1144.7  17.965   0.136   0.748   0.924  99
1674.9  1375.8  17.966   0.233   0.752   0.821  99
 963.6  1316.3  17.970   0.119   0.722   0.838  99
1102.8  1465.9  17.971   0.178   0.690   0.839  99
 941.6   809.9  17.975   0.043   0.684   0.802  99
1008.4   929.5  17.978   0.012   0.643   0.774  99
 871.8  1081.7  17.982  99.999  99.999   0.802  99
1201.8  1066.2  17.984   0.075   0.683   0.760  99
1374.2  1476.9  17.986   0.086   0.727   0.821  99
1070.9  1016.1  17.990   0.144   0.688   0.802  99
 955.3  1100.3  17.994   0.189   0.768   0.831  99
1082.7  1022.7  17.996   0.205   0.773   0.858  99
1163.0   989.4  18.002   0.115   0.677   0.770  99
1064.4  1207.5  18.002   0.330   0.830   0.898  99
 706.1  1256.3  18.011   0.053   0.712   0.834  99
1357.4  1638.1  18.012   0.112   0.707   0.852  99
1035.1  1161.2  18.012  -0.063   0.263  99.999  99
1388.8  1117.4  18.016   0.170   0.705   0.800  99
1157.6  1015.4  18.017   0.207   0.667   0.771  99
1120.8  1133.7  18.018   0.168   0.638   0.807  99
 989.5  1388.1  18.020   0.180   0.688   0.824  99
1480.6   532.6  18.025   0.069   0.720   0.841  99
1040.3  1163.5  18.039  -0.024   0.285   0.733  99
1089.9  1047.2  18.044  99.999   0.797   0.867  99
1234.4  1267.4  18.045   0.157   0.725   0.828  99
 993.9   867.5  18.046   0.073   0.694   0.791  99
1212.6  1149.4  18.048   0.243   0.712   0.803  99
1090.8  1199.7  18.056   0.018   0.598   0.644  99
1194.3   572.3  18.059   0.141   0.694   0.817  99
 837.2   992.2  18.065   0.123   0.699   0.806  99
1191.9  1153.7  18.066   0.281   0.677   0.825  99
1072.1   883.0  18.066  -0.015   0.659   0.767  99
1164.0   997.9  18.067   0.166   0.677   0.748  99
1189.2  1028.4  18.072   0.135   0.664   0.814  99
1346.9  1197.7  18.073   0.191   0.710   0.820  99
 791.7  1394.4  18.075   0.108   0.702   0.836  99
 955.6  1107.9  18.075   0.118   0.738   0.846  99
 693.6   628.3  18.079  99.999   0.281  99.999  99
1101.5  1817.5  18.081   0.080   0.701   0.859  99
1182.1  1309.1  18.082   0.240   0.679   0.801  99
 960.0  1253.9  18.084   0.112   0.628   0.773  99
1629.3   817.8  18.089   0.040   0.711   0.830  99
 964.7  1494.6  18.098   0.063   0.672   0.900  99
1146.7  1335.8  18.099   0.180   0.679   0.842  99
1055.6  1433.6  18.105   0.070   0.654   0.826  99
1298.5  1052.7  18.110   0.134   0.716   0.827  99
 914.7  1239.3  18.112   0.120   0.706   0.841  99
1379.8  1359.9  18.123   0.094   0.690   0.813  99
1056.6  1078.6  18.126  99.999   1.023   0.845  99
1188.8  1280.8  18.126   0.216   0.694   0.808  99
 982.3  1115.0  18.127   0.196   0.716   0.818  99
1172.7  1240.7  18.140   0.195   0.660   0.765  99
1194.7   884.8  18.149   0.144   0.717   0.817  99
2236.6  2133.8  18.150  -0.326   0.581   0.751  99
 951.9  1076.2  18.150   0.109   0.668   0.816  99
1114.3   798.5  18.151  -0.080   0.506   0.611  99
 944.2   810.8  18.154  -0.002   0.701   0.805  99
1076.3  1052.9  18.159   0.154   0.721   0.801  99
1236.1  1046.1  18.166   0.063   0.648   0.730  99
1474.4  2177.0  18.169  -0.183   0.580   0.745  99
1163.7  1206.6  18.170   0.155   0.680   0.780  99
1515.8  1323.0  18.173   0.098   0.695   0.811  99
 830.8  1126.6  18.173   0.092   0.673   0.826  99
1193.0   556.2  18.175   0.126   0.686   0.829  99
1036.7   908.1  18.175   0.082   0.659   0.747  99
 775.7  1413.6  18.179   0.057   0.688   0.841  99
1302.9  1312.5  18.182   0.175   0.709   0.813  99
1116.7  1183.0  18.183  99.999   0.526   0.682  99
1059.5  1084.5  18.185   0.158   0.406   0.505  99
1082.9  1243.8  18.185   0.214   0.630   0.849  99
1163.3  1332.9  18.186   0.125   0.655   0.773  99
1048.0  1032.5  18.189   0.222   0.688   0.836  99
1142.2  1336.7  18.190   0.096   0.633   0.766  99
1011.4  1295.8  18.191   0.100   0.680   0.803  99
1030.6  1152.4  18.197  99.999  99.999   0.707  99
1017.9  1221.9  18.201   0.073   0.479   0.608  99
1188.2   966.9  18.208   0.146   0.695   0.788  99
 948.1  1246.7  18.211   0.111   0.582   0.729  99
 963.0  1019.3  18.221   0.152   0.674   0.773  99
1167.1  1274.1  18.231   0.147   0.690   0.762  99
 934.6  1223.0  18.236   0.120   0.717   0.850  99
1023.7  1272.8  18.238   0.109   0.607   0.749  99
1002.1  1052.7  18.238  -0.024   0.653   0.748  99
 935.9  1036.1  18.241   0.078   0.652   0.737  99
 884.6   942.7  18.241  -0.048   0.653   0.710  99
1105.6  1236.4  18.243  -0.081   0.488   0.676  99
 988.7  1109.0  18.243   0.059   0.591   0.706  99
 954.2   877.0  18.245   0.096   0.694   0.808  99
1170.7  1117.2  18.246   0.073   0.640   0.739  99
1132.2  1007.8  18.247   0.164   0.615   0.737  99
1065.7   964.5  18.249   0.138   0.246   0.217  99
 957.1  1071.1  18.252   0.141   0.685   0.776  99
1191.0  1268.6  18.254   0.174   0.693   0.809  99
1065.9   659.2  18.258   0.078   0.698   0.820  99
 828.5   950.3  18.261   0.057   0.676   0.829  99
1062.2  1018.4  18.263   0.159   0.677   0.792  99
1022.2  1283.5  18.267   0.166   0.648   0.784  99
1300.1   972.6  18.272   0.102   0.725   0.785  99
1106.0  1111.6  18.278   0.005   0.609   0.801  99
1033.4  1099.0  18.280   0.218   0.728   0.855  99
1327.2  1134.5  18.282   0.083   0.650   0.761  99
